qid,arm,input_tokens,output_tokens,cache_creation_input_tokens,cache_read_input_tokens,turns,hit_turn_cap,stop_reason,error,wall_clock_s,started_at,answer,any_file_hit,all_files_hit,symbol_hit,matched_files,judge_correct,judge_reason,cost_total_billed,cost_agent_billed,cost_judge_billed,cost_uncached_list,in_stuffed_prefix,difficulty,scaling_subset,size_point,corpus_tokens,corpus_files
q01,agentic,13611,691,0,0,5,False,end_turn,,16.039,2026-08-18T09:32:42Z,"Dependency resolution for a request happens in `fastapi/dependencies/utils.py`, specifically the async function `solve_dependencies` (line 586), which recursively walks the `Dependant` tree, calling itself for each sub-dependency, invoking the dependency callables (handling sync/async/generator dependencies via `_solve_generator`), and populating a `SolvedDependency` with resolved `values`, `errors`, `background_tasks`, `response`, and a `dependency_cache`.

This function is invoked from `fastapi/routing.py` in the request-handling paths, e.g. `APIRoute.get_route_handler`'s `app` function (around line 481) and the WebSocket route handler (around line 783), as well as in `APIRoute._solve_dependencies` (line 2216) used for dependency-only routes — all of which call `solve_dependencies` from `fastapi/dependencies/utils.py` to actually perform the resolution when a request comes in.",True,True,True,fastapi/dependencies/utils.py,True,"The answer names fastapi/dependencies/utils.py and the solve_dependencies function, matching the expected file and symbol, with accurate supporting detail about recursion and call sites.",0.040732,0.034132,0.0066,0.034132,all,locate,True,L,6232509,2888
q16,indexed,11508,461,0,0,3,False,end_turn,,22.83,2026-08-18T09:36:59Z,"`APIRoute.get_route_handler` (in `fastapi/routing.py`) returns the result of `get_request_handler(...)`, which is an async callable of type `Callable[[Request], Coroutine[Any, Any, Response]]` — i.e., a coroutine function that takes a Starlette `Request` and returns a `Response`, built from the route's dependant, body field, status code, response class/model settings, dependency overrides, etc.

In `APIRoute.__init__` (`fastapi/routing.py`, line ~1223), this returned handler is wrapped by Starlette's `request_response` function: 

```python
self.app = request_response(self.get_route_handler())
```

So `request_response` (from Starlette, imported in `fastapi/routing.py`) wraps the coroutine handler returned by `get_route_handler` into an ASGI application, which is stored as `self.app` and used to actually serve requests for that route.",True,True,True,fastapi/routing.py,True,"The answer correctly identifies get_route_handler in fastapi/routing.py returning get_request_handler's async Request->Response callable, wrapped by Starlette's request_response into self.app.",0.034296,0.027626,0.00667,0.027626,all,trace,True,L,6232509,2888
q17,agentic,21619,791,0,0,5,False,end_turn,,14.799,2026-08-18T11:21:31Z,"Based on `fastapi/routing.py`, the inner `app` function built by `get_request_handler` (lines 375–761):

- **Invokes the endpoint** by calling `run_endpoint_function(dependant=dependant, values=solved_result.values, is_coroutine=is_coroutine)` (for the normal, non-streaming case, line 706). For streaming/generator endpoints (SSE, JSONL, or raw streaming responses), it instead calls `dependant.call(**solved_result.values)` directly (lines 522, 649, 687) to get a generator.

- **Serializes the return value** via `serialize_response(field=response_field, response_content=raw_response, ...)` (line 727), which converts the raw response into JSON-encodable content (optionally using Pydantic's fast `dump_json` path). For streaming responses, serialization instead happens per-item through the internal `_serialize_data`/`_serialize_item`/`_serialize_sse_item` helpers, which use `stream_item_field.serialize_json(...)` or fall back to `jsonable_encoder` + `json.dumps`.",True,True,True,fastapi/routing.py,True,"The answer names fastapi/routing.py and correctly identifies run_endpoint_function for invoking the endpoint and serialize_response for serialising the return value, with accurate extra detail.",0.058143,0.051148,0.006995,0.051148,all,trace,True,L,6232509,2888
q01,indexed,11215,818,0,0,2,False,end_turn,,13.221,2026-08-18T11:25:34Z,"The core dependency-resolution logic lives in the `solve_dependencies` function in `fastapi/dependencies/utils.py` (lines ~586–730). This async function:

- Iterates over `dependant.dependencies` (sub-dependencies), applies any `dependency_overrides`, recursively calls itself (`solve_dependencies`) to resolve each sub-dependency's own parameters, then actually invokes the sub-dependency callable — via `_solve_generator` for generator/async-generator dependencies (context-manager style, entered onto the appropriate `AsyncExitStack`), via direct `await call(...)` for coroutine functions, or via `run_in_threadpool(call, ...)` for regular sync functions — caching results in `dependency_cache` when `use_cache` is set.
- Extracts path/query/header/cookie parameters using `request_params_to_args`, and body parameters using `request_body_to_args`.
- Populates special parameters (`Request`/`WebSocket`, `BackgroundTasks`, `Response`, `SecurityScopes`).
- Returns a `SolvedDependency` dataclass containing `values`, `errors`, `background_tasks`, `response`, and `dependency_cache`.

This function is invoked from two call sites that set up the request's `AsyncExitStack`s and trigger the actual resolution for a given request:

- `APIRoute`/route-group handling in `fastapi/routing.py`, in the `_solve_dependencies` async context manager (around line 2209), which sets up `fastapi_inner_astack`/`fastapi_function_astack` in the ASGI scope and calls `solve_dependencies`.
- The path-operation execution code in `fastapi/routing.py` (around line 475–522), which pulls the exit stacks from `request.scope`, calls `solve_dependencies` again with the resolved values, and then calls `dependant.call(**solved_result.values)` to actually run the endpoint.

So the actual, low-level resolution work happens in `solve_dependencies` in `fastapi/dependencies/utils.py`, while `fastapi/routing.py` is where it's invoked to process an incoming request.",True,True,True,fastapi/dependencies/utils.py,True,"The answer identifies solve_dependencies in fastapi/dependencies/utils.py as the location of dependency resolution, matching the expected file and symbol, with accurate supporting detail.",0.03926,0.03061,0.00865,0.03061,all,locate,True,L,6232509,2888
q37,agentic,81495,2228,0,0,8,False,end_turn,,30.689,2026-08-18T11:28:35Z,"Now I have full picture. Let me write the answer.

## Answer

There are two collaborating mechanisms in `fastapi/dependencies/utils.py`:

**1. Recognizing the `SecurityScopes` parameter**

When FastAPI builds the `Dependant` for a callable (`get_dependant`, `fastapi/dependencies/utils.py:271`), each parameter is analyzed with `analyze_param`. If a parameter's type annotation is (a subclass of) `fastapi.security.oauth2.SecurityScopes`, `add_non_field_param_to_dependency` (`fastapi/dependencies/utils.py:350-371`) records its name:

```python
elif lenient_issubclass(type_annotation, SecurityScopes):
    dependant.security_scopes_param_name = param_name
    return True
```

So instead of treating it as a query/body field, the parameter name is stashed on `dependant.security_scopes_param_name` (`fastapi/dependencies/models.py`, `Dependant.security_scopes_param_name`).

**2. Accumulating the scopes for that dependency**

When a dependency is declared via `Security(dependency, scopes=[...])` (a `params.Security` object, a subclass of `params.Depends` defined in `fastapi/params.py:753`), `get_dependant` notices the `scopes` attribute while building the sub-dependant (`fastapi/dependencies/utils.py:318-330`):

```python
if isinstance(param_details.depends, params.Security):
    if param_details.depends.scopes:
        sub_own_oauth_scopes = list(param_details.depends.scopes)
sub_dependant = get_dependant(
    ...,
    own_oauth_scopes=sub_own_oauth_scopes,
    parent_oauth_scopes=current_scopes,
    ...
)
```

Each `Dependant` stores `own_oauth_scopes` (the scopes attached directly to it via `Security(..., scopes=...)`) and `parent_oauth_scopes` (accumulated scopes from the dependency chain above it). The same logic also applies to parameterless dependencies (`get_parameterless_sub_dependant`, lines 132-144).

`_get_oauth_scopes` (`fastapi/dependencies/models.py:71-79`) merges parent + own scopes for a given `Dependant`, preserving order and de-duplicating.

**3. Populating the value at request time**

During dependency resolution, `solve_dependencies` (`fastapi/dependencies/utils.py`) processes each `Dependant`; after computing all other values for that dependant, if it has a `security_scopes_param_name`, it builds and injects the `SecurityScopes` instance:

```python
if dependant.security_scopes_param_name:
    values[dependant.security_scopes_param_name] = SecurityScopes(
        scopes=_get_oauth_scopes(dependant=dependant)
    )
```
(`fastapi/dependencies/utils.py:721-724`)

So, for a function like:

```python
def dep(security_scopes: SecurityScopes, token: str = Depends(oauth2_scheme)): ...
```
used as `Security(dep, scopes=[""items:read""])` and possibly nested under another `Security(...)` dependency with its own scopes, `solve_dependencies` fills `security_scopes` with a `SecurityScopes` object whose `.scopes` list is the concatenation of all `own_oauth_scopes` from that dependency up through its parent chain (`parent_oauth_scopes`), and whose `.scope_str` is those scopes joined by spaces (`fastapi/security/oauth2.py:653+`, `SecurityScopes.__init__`).",True,True,True,fastapi/security/oauth2.py;fastapi/dependencies/utils.py;fastapi/params.py,True,"It correctly identifies SecurityScopes detection in get_dependant/analyze_param, params.Security scope accumulation, and injection in solve_dependencies across the expected files.",0.200275,0.18527,0.015005,0.18527,all,multi_hop,True,L,6232509,2888
q21,indexed,39277,1253,0,0,3,False,end_turn,,19.22,2026-08-18T11:29:29Z,"## `get_dependant`'s per-parameter processing

`get_dependant` (in `fastapi/dependencies/utils.py`) first computes the endpoint's typed signature with `get_typed_signature(call)`, then iterates over `signature_params.items()`. For **each parameter** it calls, in order:

1. **`analyze_param(param_name=..., annotation=param.annotation, value=param.default, is_path_param=...)`**
   This inspects the annotation (unwrapping `Annotated[...]`), looks for a `params.Depends`/`params.Security` instance or a `FieldInfo` (`Query`, `Path`, `Body`, etc.), builds a `ModelField` via `create_model_field` when relevant, and returns a `ParamDetails` object (`type_annotation`, `depends`, `field`).

2. Based on the result of `analyze_param`, three possible branches follow:
   - **If `param_details.depends is not None`** (the parameter is a sub-dependency): it recursively calls **`get_dependant(...)`** again for `param_details.depends.dependency`, producing a `sub_dependant`, which is appended to `dependant.dependencies`.
   - **Otherwise**, it calls **`add_non_field_param_to_dependency(param_name=..., type_annotation=param_details.type_annotation, dependant=dependant)`**. This checks if the parameter's type is one of FastAPI/Starlette's special types (`Request`, `WebSocket`, `HTTPConnection`, `Response`, `StarletteBackgroundTasks`, `SecurityScopes`) and if so records the parameter name on the corresponding `dependant.*_param_name` attribute, returning `True`.
   - **If neither of the above applies** (so `param_details.field is not None`): it either appends the field to `dependant.body_params` (when `field.field_info` is a `params.Body`) or calls **`add_param_to_fields(field=param_details.field, dependant=dependant)`**, which routes the field into `dependant.path_params`, `query_params`, `header_params`, or `cookie_params` depending on `field_info.in_`.

So, for each parameter, `get_dependant` calls: `analyze_param` → then one of `get_dependant` (recursive, for sub-dependencies), `add_non_field_param_to_dependency` (for special injected objects like `Request`/`Response`/etc.), or `add_param_to_fields`/direct append to `body_params` (for regular path/query/header/cookie/body fields).",True,True,True,fastapi/dependencies/utils.py,True,"The answer correctly identifies fastapi/dependencies/utils.py and that get_dependant calls analyze_param for each parameter, with accurate detail on subsequent branching.",0.100294,0.091084,0.00921,0.091084,all,trace,True,L,6232509,2888
q17,indexed,16616,747,0,0,3,False,end_turn,,16.406,2026-08-18T11:31:46Z,"## Answer

In `fastapi/routing.py`, the `app` closure created inside `get_request_handler` (lines ~375-746) does the following for the non-streaming case:

1. **Invoking the endpoint**: it calls `await run_endpoint_function(dependant=dependant, values=solved_result.values, is_coroutine=is_coroutine)` to actually execute the path operation function (`dependant.call`), producing `raw_response`.

2. **Serialising the return value**: if `raw_response` isn't already a `Response` instance, it calls `await serialize_response(field=response_field, response_content=raw_response, ...)` to validate/serialize the return value (via Pydantic's `ModelField.serialize`/`serialize_json`, or `jsonable_encoder` if there's no response field) before building the final `Response`.

(For streaming/SSE/JSONL endpoints, the handler instead calls `dependant.call(**solved_result.values)` directly to get a generator and uses an internal `_serialize_data`/`_serialize_item` helper built on `stream_item_field.serialize_json` or `jsonable_encoder` + `json.dumps` to serialize each chunk.)

Key functions/locations:
- `run_endpoint_function` — defined in `fastapi/routing.py` (right after `serialize_response`), called from within `get_request_handler`'s `app` function.
- `serialize_response` — defined in `fastapi/routing.py`, called from within the same `app` function to serialize `raw_response` into `content`.",True,True,True,fastapi/routing.py,True,The answer names fastapi/routing.py and correctly identifies run_endpoint_function for invoking the endpoint and serialize_response for serialising the return value within get_request_handler's app closure.,0.048457,0.040702,0.007755,0.040702,all,trace,True,L,6232509,2888
q31,agentic,8600,549,0,0,3,False,end_turn,,9.971,2026-08-18T11:33:04Z,"The 422 response is formatted by `request_validation_exception_handler` in `fastapi/exception_handlers.py`, which builds a `JSONResponse` with `status_code=422` and a `{""detail"": jsonable_encoder(exc.errors())}` body.

It is registered as the default handler for `RequestValidationError` in `FastAPI.__init__` (`fastapi/applications.py`, around lines 1000–1006), via `self.exception_handlers.setdefault(RequestValidationError, request_validation_exception_handler)`. This mapping is later used by Starlette's exception middleware to dispatch the handler whenever a route raises `RequestValidationError` (raised e.g. in `fastapi/routing.py` when request parameter/body validation fails).",True,True,True,fastapi/exception_handlers.py;fastapi/applications.py,True,"The answer names request_validation_exception_handler in fastapi/exception_handlers.py and its setdefault registration for RequestValidationError in FastAPI.__init__ in fastapi/applications.py, matching expectations.",0.029485,0.02269,0.006795,0.02269,all,multi_hop,True,L,6232509,2888
q03,agentic,5455,356,0,0,3,False,end_turn,,7.682,2026-08-18T11:38:37Z,"The handler is `request_validation_exception_handler` in `fastapi/exception_handlers.py` (lines 20–26). It catches `RequestValidationError` and returns a `JSONResponse` with `status_code=422` and a `{""detail"": ...}` body containing the encoded validation errors.

It's registered as the default exception handler for `RequestValidationError` in `FastAPI.__init__` in `fastapi/applications.py` (around line 1005), via `self.exception_handlers` / `self.add_exception_handler(RequestValidationError, request_validation_exception_handler)`.",True,True,True,fastapi/exception_handlers.py,True,"The answer names request_validation_exception_handler in fastapi/exception_handlers.py, matching the expected file and symbol, with accurate additional detail about registration.",0.02033,0.01447,0.00586,0.01447,all,locate,True,L,6232509,2888
q21,agentic,8448,958,0,0,4,False,end_turn,,13.242,2026-08-18T11:41:41Z,"For each parameter in the endpoint's signature, `get_dependant` (in `fastapi/dependencies/utils.py`) does the following, iterating over `endpoint_signature.parameters` (obtained via `get_typed_signature(call)`):

1. **`analyze_param(param_name=..., annotation=param.annotation, value=param.default, is_path_param=...)`** — this is called for *every* parameter to inspect its annotation/default and classify it (returns a `ParamDetails` with `depends`, `type_annotation`, and `field`).

2. If `param_details.depends is not None` (i.e., the parameter is a `Depends`/`Security`), it recursively calls **`get_dependant(...)`** again for the sub-dependency's callable, building a `sub_dependant` that is appended to `dependant.dependencies`.

3. Otherwise, it calls **`add_non_field_param_to_dependency(param_name=..., type_annotation=..., dependant=dependant)`** to check whether the parameter is one of the special non-field types (`Request`, `WebSocket`, `HTTPConnection`, `Response`, `BackgroundTasks`, `SecurityScopes`, etc.) and, if so, assigns it to the corresponding `dependant.*_param_name` attribute.

4. If it's not a special/non-field param, it falls through to treating it as a regular field: if `param_details.field.field_info` is a `params.Body`, it's appended to `dependant.body_params`; otherwise it calls **`add_param_to_fields(field=param_details.field, dependant=dependant)`**, which sorts it into the dependant's query/header/cookie/path param lists based on its `field_info` type.

So per-parameter, the calls are: `analyze_param` (always), then either `get_dependant` (recursive, for sub-dependencies) or `add_non_field_param_to_dependency` and possibly `add_param_to_fields`.",True,True,True,fastapi/dependencies/utils.py,True,"The answer correctly identifies get_dependant in fastapi/dependencies/utils.py calling analyze_param for every parameter, plus accurate detail on subsequent branching calls.",0.034746,0.026476,0.00827,0.026476,all,trace,True,L,6232509,2888
q02,agentic,2394,158,0,0,2,False,end_turn,,4.412,2026-08-18T11:42:35Z,"`jsonable_encoder` in `fastapi/encoders.py` is the function that converts arbitrary Python objects (Pydantic models, dataclasses, dates, enums, etc.) into JSON-compatible types (dicts, lists, str, int, float, bool, None) before they are serialized into a response.",True,True,True,fastapi/encoders.py,True,"The answer names jsonable_encoder in fastapi/encoders.py, matching the expected file and symbol, with accurate description of its conversion behaviour.",0.011738,0.006368,0.00537,0.006368,all,locate,True,L,6232509,2888
q37,indexed,37000,1902,0,0,3,False,end_turn,,23.103,2026-08-18T11:44:43Z,"A `SecurityScopes`-annotated parameter is populated by a multi-step process in `fastapi/dependencies/utils.py` and `fastapi/dependencies/models.py`:

**1. Recognizing the parameter type**
When building a `Dependant` for a callable, `get_dependant()` (`fastapi/dependencies/utils.py`) inspects each parameter via `analyze_param`, then calls `add_non_field_param_to_dependency()`. That function checks `lenient_issubclass(type_annotation, SecurityScopes)` and, if true, stores the parameter's name on the dependant:

```python
elif lenient_issubclass(type_annotation, SecurityScopes):
    dependant.security_scopes_param_name = param_name
    return True
```

This means the parameter is *not* treated as a normal field to resolve from the request — it's a special ""non-field"" param, just like `Request` or `BackgroundTasks`.

**2. Accumulating scopes as the dependency tree is built**
Still inside `get_dependant()`, when a sub-dependency is declared with `Security(...)` rather than plain `Depends(...)`, the scopes given to `Security(scopes=[...])` (defined in `fastapi/params.py` as `Security(Depends)` with a `scopes` field) are captured:

```python
sub_own_oauth_scopes: list[str] = []
if isinstance(param_details.depends, params.Security):
    if param_details.depends.scopes:
        sub_own_oauth_scopes = list(param_details.depends.scopes)
sub_dependant = get_dependant(
    ...,
    own_oauth_scopes=sub_own_oauth_scopes,
    parent_oauth_scopes=current_scopes,
    ...
)
```

Each `Dependant` (`fastapi/dependencies/models.py`) thus carries `own_oauth_scopes` (declared directly on that `Security(...)`) and `parent_oauth_scopes` (the scopes accumulated from all ancestor dependencies/path operation). This is how scopes declared at different levels of the dependency tree get combined for a given dependant.

**3. Computing the final scope list**
The helper `_get_oauth_scopes()` in `fastapi/dependencies/models.py` merges these two lists (parent scopes plus any own scopes not already present, preserving order):

```python
def _get_oauth_scopes(*, dependant: Dependant) -> list[str]:
    scopes = dependant.parent_oauth_scopes.copy() if dependant.parent_oauth_scopes else []
    for scope in dependant.own_oauth_scopes or []:
        if scope not in scopes:
            scopes.append(scope)
    return scopes
```

**4. Instantiating `SecurityScopes` at solve time**
Finally, when dependencies are actually resolved for a request, `solve_dependencies()` in `fastapi/dependencies/utils.py` checks whether the dependant recorded a `security_scopes_param_name`, and if so, builds a `SecurityScopes` instance and injects it into the values dict passed to the call:

```python
if dependant.security_scopes_param_name:
    values[dependant.security_scopes_param_name] = SecurityScopes(
        scopes=_get_oauth_scopes(dependant=dependant)
    )
```

`SecurityScopes` itself (`fastapi/security/oauth2.py`) just stores the given list in `self.scopes` and also builds `self.scope_str` (space-joined scopes).

**Summary of the flow:**
- `Security(dependency, scopes=[...])` (a subclass of `Depends`, in `fastapi/params.py`) marks scopes for that specific sub-dependency.
- `get_dependant()` walks the dependency tree, recording each dependant's `own_oauth_scopes` and `parent_oauth_scopes` (`fastapi/dependencies/utils.py`, `fastapi/dependencies/models.py`).
- Any parameter typed `SecurityScopes` is detected via `add_non_field_param_to_dependency()` and its name stored as `security_scopes_param_name` on the `Dependant`.
- At request-solving time, `solve_dependencies()` computes the merged scope list with `_get_oauth_scopes()` and constructs a `SecurityScopes(scopes=...)` object, injecting it as the value for that parameter — so the same ""root"" `SecurityScopes` parameter sees the union of scopes declared by itself and all dependants above it in the tree for that specific path operation.",True,True,True,fastapi/security/oauth2.py;fastapi/dependencies/utils.py;fastapi/params.py,True,"Answer identifies the correct locations and flow: SecurityScopes in security/oauth2.py, Security in params.py, detection in get_dependant, and injection in solve_dependencies.",0.10955,0.09302,0.01653,0.09302,all,multi_hop,True,L,6232509,2888
q22,indexed,8690,865,0,0,2,False,end_turn,,12.641,2026-08-18T11:48:51Z,"`solve_dependencies` (in `fastapi/dependencies/utils.py`) turns the incoming `Request`/`WebSocket` into the keyword arguments for the endpoint by calling several helper functions:

1. **`request_params_to_args`** – called four times, once each for `dependant.path_params`, `dependant.query_params`, `dependant.header_params`, and `dependant.cookie_params`, extracting values from `request.path_params`, `request.query_params`, `request.headers`, and `request.cookies` respectively.

2. **`request_body_to_args`** – called (awaited) when `dependant.body_params` is non-empty, to parse the `body` (dict/`FormData`/bytes) into the body-parameter values.

3. For sub-dependencies (`dependant.dependencies`), it recursively calls **`solve_dependencies`** itself for each `sub_dependant`, then resolves the sub-dependency's own callable via **`_solve_generator`** (for generator/async-generator dependencies) or by directly calling `call(**solved_result.values)` (sync/async), using **`get_dependant`** to rebuild the dependant when `dependency_overrides_provider` overrides are present, and **`_get_cache_key`** for dependency caching.

4. It also directly assigns special values into `values` (not via a helper call) for `request`/`websocket`, `background_tasks`, `response`, and `security_scopes` based on the corresponding `dependant.*_param_name` attributes.

Finally it packages everything into a `SolvedDependency` object.

These pieces are combined and returned as `values`/`errors`, which is then used in `fastapi/routing.py` (e.g. `get_request_handler`/`get_websocket_app`) to call `dependant.call(**solved_result.values)` for the actual endpoint function.",True,True,True,fastapi/dependencies/utils.py,True,"The answer names fastapi/dependencies/utils.py and correctly identifies request_params_to_args and request_body_to_args as the helpers solve_dependencies calls, with accurate extra detail.",0.03433,0.02603,0.0083,0.02603,all,trace,True,L,6232509,2888
q16,agentic,4645,358,0,0,3,False,end_turn,,7.552,2026-08-18T11:52:17Z,"`APIRoute.get_route_handler()` returns the coroutine function produced by `get_request_handler(...)` (a `Callable[[Request], Coroutine[Any, Any, Response]]`), as seen in `fastapi/routing.py`.

This returned handler is then wrapped by `request_response(...)` (from Starlette) when building `self.app = request_response(self.get_route_handler())` in `APIRoute.__init__` (`fastapi/routing.py`, line 1223), converting the async request handler into an ASGI application.",True,True,True,fastapi/routing.py,True,The answer correctly identifies get_route_handler returning get_request_handler's coroutine and its wrapping by request_response in fastapi/routing.py.,0.023355,0.01287,0.010485,0.01287,all,trace,True,L,6232509,2888
q31,indexed,17180,527,0,0,3,False,end_turn,,11.867,2026-08-18T11:55:25Z,"The default 422 formatter is `request_validation_exception_handler` (in `fastapi/exception_handlers.py`), which returns `JSONResponse(status_code=422, content={""detail"": jsonable_encoder(exc.errors())})`.

It is registered on the app in `fastapi/applications.py`, inside `FastAPI.__init__`, via:

```python
self.exception_handlers.setdefault(
    RequestValidationError, request_validation_exception_handler
)
```

This sets it as the default handler in the app's `exception_handlers` dict (which can be overridden by the user with `@app.exception_handler(RequestValidationError)`, as shown in the docs examples like `docs_src/handling_errors/tutorial004_py310.py` and `tutorial005_py310.py`).",True,True,True,fastapi/exception_handlers.py;fastapi/applications.py,True,"The answer names request_validation_exception_handler in fastapi/exception_handlers.py and its registration for RequestValidationError in FastAPI.__init__ in fastapi/applications.py, matching all expected files and symbols.",0.0465,0.03963,0.00687,0.03963,all,multi_hop,True,L,6232509,2888
q06,indexed,6955,265,0,0,2,False,end_turn,,6.176,2026-08-18T11:56:36Z,"The helper is `is_body_allowed_for_status_code(status_code)`, defined in `fastapi/utils.py:26-40`. 

It returns `True` if the status code is `None` or a pattern like `""default""`, `""1XX""`–`""5XX""`, and otherwise converts the status code to an int and returns `False` for codes below 200 or equal to 204, 205, or 304 (i.e., statuses that per HTTP semantics must not carry a body). It's used, for example, in `fastapi/routing.py` (in `APIRoute` setup) to validate that response models aren't declared for status codes that can't have a body.",True,True,True,fastapi/utils.py,True,The answer correctly names is_body_allowed_for_status_code in fastapi/utils.py and accurately describes its logic and usage.,0.024945,0.01656,0.008385,0.01656,all,locate,True,L,6232509,2888
q22,agentic,7488,606,0,0,3,False,end_turn,,9.521,2026-08-18T11:56:47Z,"In `fastapi/dependencies/utils.py`, `solve_dependencies` (line 586) turns the incoming request into endpoint arguments by calling:

- **`request_params_to_args`** — for `dependant.path_params`, `dependant.query_params`, `dependant.header_params`, and `dependant.cookie_params`, extracting values from `request.path_params`, `request.query_params`, `request.headers`, and `request.cookies` respectively.
- **`request_body_to_args`** — (awaited) for `dependant.body_params`, converting the parsed `body` into keyword arguments.
- It also recursively calls itself (`solve_dependencies`) for each `sub_dependant` in `dependant.dependencies`, and uses `get_dependant`/`_get_cache_key`/`_get_oauth_scopes` plus `_is_gen_callable`, `_is_async_gen_callable`, `_solve_generator`, and `_is_coroutine_callable` to actually invoke each dependency callable with its own solved values.
- Special framework values (`Request`/`WebSocket`, `BackgroundTasks`, `Response`, `SecurityScopes`) are inserted directly based on the `dependant`'s special parameter-name attributes rather than through a helper function.",True,True,True,fastapi/dependencies/utils.py,True,"The answer names fastapi/dependencies/utils.py and identifies request_params_to_args and request_body_to_args called by solve_dependencies, matching the expected file and symbols with accurate extra detail.",0.028476,0.021036,0.00744,0.021036,all,trace,True,L,6232509,2888
