qid,arm,subset,recall_at_10,answer_presence_at_10,presence_wb,idk,idk_corrected,judge_correct,gt_presence_old,gt_presence_wb,degenerate_golds,in_primary
1656,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
1660,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
1661,refine_np64,main,1.0,False,False,False,True,False,False,False,False,False
1670,refine_np64,main,1.0,False,False,True,True,False,False,False,False,False
1671,refine_np64,sanity,0.9,True,True,False,False,True,True,True,False,False
1690,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
1699,refine_np64,main,1.0,False,False,True,True,False,False,False,False,False
1715,refine_np64,sanity,1.0,False,False,True,True,False,False,False,False,False
1767,refine_np64,main,1.0,False,False,True,True,False,False,False,False,False
1770,refine_np64,main,0.6,True,True,True,True,False,True,True,False,True
1777,refine_np64,main,0.9,True,True,False,False,True,True,True,False,True
1785,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
1797,refine_np64,main,0.9,True,True,False,False,True,True,True,False,True
1799,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
1800,refine_np64,main,0.9,True,True,False,False,True,True,True,False,True
1804,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
1810,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
1811,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
1816,refine_np64,main,1.0,False,False,True,True,False,False,False,False,False
1831,refine_np64,sanity,1.0,False,False,True,True,False,False,False,False,False
1832,refine_np64,main,0.9,True,True,False,False,True,True,True,False,True
1837,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
1842,refine_np64,main,1.0,False,False,False,False,False,False,False,False,False
1859,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
1864,refine_np64,main,1.0,False,False,False,False,True,False,False,False,False
1874,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
1875,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
1906,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
1908,refine_np64,main,1.0,False,False,True,True,False,False,False,False,False
1916,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
1928,refine_np64,sanity,1.0,True,True,False,False,True,True,True,False,False
1932,refine_np64,main,0.9,False,False,True,True,False,False,False,False,False
1933,refine_np64,main,1.0,False,False,False,False,True,False,False,False,False
1934,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
1940,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
1942,refine_np64,sanity,1.0,True,True,True,True,False,True,True,False,False
1952,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
1955,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
1960,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
1964,refine_np64,main,1.0,False,False,True,True,False,False,False,True,False
1967,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
1969,refine_np64,main,1.0,True,False,False,False,True,True,False,True,False
1980,refine_np64,main,1.0,True,False,True,True,False,True,False,True,False
1986,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
1999,refine_np64,main,1.0,False,False,False,False,False,False,False,False,False
2003,refine_np64,main,1.0,True,True,False,False,False,True,True,False,True
2021,refine_np64,main,0.9,True,True,True,True,False,True,True,False,True
2048,refine_np64,sanity,1.0,False,False,True,True,False,False,False,False,False
2051,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
2064,refine_np64,main,1.0,True,True,False,False,False,True,True,False,True
2070,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
2073,refine_np64,sanity,1.0,True,True,False,False,True,True,True,False,False
2078,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
2083,refine_np64,main,0.9,False,False,False,False,False,False,False,False,False
2088,refine_np64,main,0.9,True,True,False,False,True,True,True,False,True
2092,refine_np64,main,0.9,False,False,False,False,False,False,False,False,False
2096,refine_np64,main,0.9,False,False,True,True,False,False,False,False,False
2099,refine_np64,main,0.9,True,True,True,True,False,True,True,False,True
2108,refine_np64,main,1.0,False,False,False,False,False,False,False,False,False
2109,refine_np64,main,0.9,True,True,False,False,True,True,True,False,True
2115,refine_np64,main,1.0,False,False,True,True,False,False,False,False,False
2117,refine_np64,sanity,0.9,False,False,False,False,False,False,False,False,False
2126,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
2128,refine_np64,main,1.0,False,False,True,True,False,False,False,False,False
2133,refine_np64,main,1.0,False,False,False,False,False,False,False,False,False
2134,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
2135,refine_np64,main,1.0,True,False,False,False,False,True,False,False,False
2144,refine_np64,main,0.9,True,True,True,True,False,True,True,False,True
2145,refine_np64,main,1.0,False,False,True,True,False,False,False,False,False
2146,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
2167,refine_np64,main,1.0,True,False,False,False,False,True,False,False,False
2170,refine_np64,main,1.0,True,False,False,False,False,True,False,False,False
2172,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
2184,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
2196,refine_np64,sanity,1.0,True,True,False,False,True,True,True,False,False
2211,refine_np64,main,1.0,True,True,False,False,False,True,True,False,True
2213,refine_np64,main,1.0,False,False,True,True,False,False,False,False,False
2218,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
2223,refine_np64,main,0.9,False,False,True,True,False,False,False,False,False
2226,refine_np64,main,0.9,True,True,True,True,False,False,False,False,False
2235,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
2263,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
2275,refine_np64,main,1.0,False,False,False,False,False,False,False,False,False
2277,refine_np64,main,1.0,True,True,False,False,False,True,True,False,True
2280,refine_np64,sanity,0.9,False,False,True,True,False,False,False,False,False
2284,refine_np64,main,1.0,True,False,False,False,True,True,False,True,False
2286,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
2295,refine_np64,main,1.0,True,True,False,False,False,True,True,False,True
2297,refine_np64,main,0.7,False,False,True,True,False,True,False,False,False
2306,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
2310,refine_np64,main,1.0,True,True,False,False,False,True,True,False,True
2318,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
2325,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
2329,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
2332,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
2337,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
2340,refine_np64,main,1.0,False,False,True,True,False,False,False,False,False
2341,refine_np64,sanity,0.7,False,False,True,True,False,False,False,False,False
2349,refine_np64,main,1.0,True,False,False,False,True,True,False,False,False
2366,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
2373,refine_np64,main,0.5,True,True,False,False,True,True,True,False,True
2379,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
2391,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
2393,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
2398,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
2401,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
2404,refine_np64,main,0.9,False,False,False,False,True,False,False,False,False
2425,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
2430,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
2458,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
2468,refine_np64,main,0.9,True,True,True,True,False,True,True,False,True
2469,refine_np64,main,0.9,True,True,False,False,True,True,True,False,True
2479,refine_np64,main,1.0,True,False,True,True,False,True,False,False,False
2492,refine_np64,sanity,1.0,True,True,False,False,True,True,True,False,False
2495,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
2501,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
2502,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
2504,refine_np64,main,1.0,True,True,False,False,False,True,True,False,True
2510,refine_np64,main,1.0,True,False,True,True,False,True,False,True,False
2514,refine_np64,main,1.0,True,True,False,False,False,True,True,False,True
2516,refine_np64,main,1.0,False,False,True,True,False,False,False,False,False
2518,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
2522,refine_np64,sanity,0.9,False,False,False,False,False,False,False,False,False
2525,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
2528,refine_np64,main,1.0,True,False,False,False,True,True,False,False,False
2531,refine_np64,main,1.0,True,True,False,False,False,True,True,False,True
2533,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
2538,refine_np64,sanity,1.0,True,True,False,False,True,True,True,False,False
2542,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
2557,refine_np64,main,1.0,False,False,True,True,False,False,False,False,False
2562,refine_np64,main,1.0,False,False,True,True,False,False,False,False,False
2571,refine_np64,main,0.9,True,True,False,False,False,True,True,False,True
2576,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
2587,refine_np64,main,0.9,True,True,True,True,False,True,True,False,True
2589,refine_np64,main,0.7,True,True,False,False,True,True,True,False,True
2594,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
2595,refine_np64,main,0.9,False,False,True,True,False,False,False,False,False
2606,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
2609,refine_np64,main,1.0,False,False,True,True,False,False,False,False,False
2611,refine_np64,main,1.0,True,True,False,False,False,True,True,False,True
2617,refine_np64,main,1.0,True,False,True,True,False,True,False,False,False
2620,refine_np64,main,0.9,True,True,False,False,True,True,True,False,True
2621,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
2632,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
2633,refine_np64,main,0.8,True,True,False,False,True,True,True,False,True
2636,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
2649,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
2654,refine_np64,main,0.9,True,True,False,False,True,True,True,False,True
2665,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
2687,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
2694,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
2695,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
2713,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
2720,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
2726,refine_np64,main,0.7,True,True,False,False,True,True,True,False,True
2728,refine_np64,main,0.9,True,True,False,False,True,True,True,False,True
2730,refine_np64,main,0.9,True,True,False,False,True,True,True,False,True
2745,refine_np64,main,1.0,False,False,True,True,False,False,False,False,False
2761,refine_np64,sanity,0.9,False,False,True,True,False,False,False,False,False
2778,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
2781,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
2788,refine_np64,main,1.0,True,True,False,False,False,True,True,False,True
2789,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
2802,refine_np64,main,0.9,True,True,False,False,True,True,True,False,True
2815,refine_np64,sanity,1.0,True,True,False,False,True,True,True,False,False
2824,refine_np64,main,1.0,False,False,True,True,False,False,False,False,False
2825,refine_np64,main,0.9,False,False,True,True,False,False,False,False,False
2851,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
2866,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
2873,refine_np64,main,1.0,True,True,False,False,False,True,True,False,True
2896,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
2899,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
2914,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
2921,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
2933,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
2943,refine_np64,main,0.6,True,False,True,True,False,True,False,False,False
2948,refine_np64,main,1.0,True,True,False,False,False,True,True,False,True
2952,refine_np64,main,0.9,True,True,False,False,True,True,True,False,True
2955,refine_np64,main,0.9,True,True,False,False,True,True,True,False,True
2961,refine_np64,main,1.0,True,False,False,False,True,True,False,False,False
3027,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
3044,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
3076,refine_np64,main,0.9,True,True,False,False,True,True,True,False,True
3081,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
3088,refine_np64,main,1.0,False,False,True,True,False,False,False,False,False
3092,refine_np64,main,0.9,True,True,False,False,True,True,True,False,True
3093,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
3095,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
3097,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
3110,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
3118,refine_np64,main,0.9,True,True,True,True,False,True,True,False,True
3119,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
3122,refine_np64,sanity,0.9,True,True,False,False,True,True,True,False,False
3129,refine_np64,main,0.9,True,True,False,False,True,True,True,False,True
3130,refine_np64,main,0.8,False,False,False,False,True,False,False,False,False
3135,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
3137,refine_np64,main,0.9,True,True,True,True,False,True,True,False,True
3147,refine_np64,sanity,1.0,True,False,False,False,False,True,False,False,False
3153,refine_np64,main,0.8,True,True,True,True,False,True,True,False,True
3155,refine_np64,main,0.8,False,False,True,True,False,True,True,False,True
3160,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
3161,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
3183,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
3184,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
3191,refine_np64,main,0.9,True,True,True,True,False,True,True,False,True
3204,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
3211,refine_np64,main,1.0,True,True,False,False,False,True,True,False,True
3224,refine_np64,main,1.0,True,True,False,False,False,True,True,False,True
3239,refine_np64,main,0.9,True,True,True,True,False,True,True,False,True
3258,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
3260,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
3271,refine_np64,main,0.7,True,True,False,False,True,True,True,False,True
3276,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
3282,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
3290,refine_np64,sanity,1.0,False,False,True,True,False,False,False,False,False
3292,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
3301,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
3310,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
3312,refine_np64,main,0.9,False,False,True,True,False,False,False,False,False
3317,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
3320,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
3323,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
3325,refine_np64,main,1.0,False,False,True,True,False,False,False,False,False
3345,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
3348,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
3362,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
3363,refine_np64,main,0.9,False,False,True,True,False,False,False,False,False
3368,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
3382,refine_np64,sanity,0.8,True,True,False,False,False,True,True,False,False
3386,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
3390,refine_np64,sanity,0.9,True,True,False,False,True,True,True,False,False
3417,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
3419,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
3420,refine_np64,sanity,1.0,True,True,True,True,False,True,True,False,False
3424,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
3434,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
3438,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
3441,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
3446,refine_np64,main,0.9,True,True,False,False,True,True,True,False,True
3453,refine_np64,main,1.0,False,False,False,False,False,False,False,False,False
3457,refine_np64,main,1.0,False,False,True,True,False,False,False,False,False
3467,refine_np64,main,1.0,False,False,True,True,False,False,False,False,False
3478,refine_np64,main,1.0,True,False,False,False,True,True,False,False,False
3480,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
3485,refine_np64,main,1.0,False,False,True,True,False,False,False,False,False
3497,refine_np64,main,1.0,True,False,False,False,True,True,False,False,False
3499,refine_np64,sanity,1.0,True,True,False,False,True,True,True,False,False
3503,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
3510,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
3513,refine_np64,sanity,0.9,False,False,False,False,False,False,False,False,False
3520,refine_np64,main,1.0,True,False,True,True,False,True,False,False,False
3552,refine_np64,main,1.0,True,False,True,True,False,True,False,True,False
3554,refine_np64,main,0.6,True,True,False,False,True,True,True,False,True
3558,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
3568,refine_np64,main,0.9,False,False,True,True,False,True,True,False,True
3570,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
3579,refine_np64,main,1.0,True,False,True,True,False,True,False,False,False
3583,refine_np64,sanity,0.9,False,False,True,True,False,False,False,False,False
3591,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
3595,refine_np64,main,1.0,True,True,False,False,False,True,True,False,True
3606,refine_np64,main,1.0,True,True,True,True,False,True,True,False,True
3609,refine_np64,main,1.0,True,True,False,False,True,True,True,False,True
13,sq8_np16,sanity,1.0,True,True,False,False,True,True,True,False,False
14,sq8_np16,main,0.9,True,True,False,False,True,True,True,False,True
19,sq8_np16,main,1.0,True,False,True,True,False,True,False,True,False
30,sq8_np16,main,1.0,True,True,False,False,True,True,True,False,True
45,sq8_np16,main,1.0,True,True,False,False,True,True,True,False,True
60,sq8_np16,main,1.0,True,True,False,False,True,True,True,False,True
66,sq8_np16,main,1.0,True,True,False,False,True,True,True,False,True
71,sq8_np16,main,1.0,True,True,False,False,True,True,True,False,True
82,sq8_np16,main,0.9,True,False,True,True,False,True,False,False,False
92,sq8_np16,main,0.8,True,True,True,True,False,True,True,False,True
105,sq8_np16,main,0.9,True,True,True,True,False,True,True,False,True
108,sq8_np16,main,1.0,True,True,False,False,True,True,True,False,True
115,sq8_np16,main,1.0,True,True,False,False,True,True,True,False,True
125,sq8_np16,main,1.0,True,False,False,False,False,True,False,False,False
129,sq8_np16,main,0.9,True,True,False,False,False,False,False,False,False
132,sq8_np16,main,0.8,True,False,False,False,True,True,False,True,False
146,sq8_np16,sanity,1.0,True,True,True,True,False,True,True,False,False
151,sq8_np16,main,1.0,False,False,False,False,False,False,False,False,False
153,sq8_np16,main,0.9,False,False,True,True,False,False,False,False,False
180,sq8_np16,main,1.0,False,False,False,False,True,False,False,False,False
188,sq8_np16,main,0.8,True,True,False,False,True,True,True,False,True
206,sq8_np16,main,1.0,True,True,True,True,False,True,True,False,True
217,sq8_np16,main,1.0,True,True,True,True,False,True,True,False,True
233,sq8_np16,main,1.0,False,False,True,True,False,False,False,False,False
235,sq8_np16,main,0.9,False,False,False,False,True,False,False,False,False
249,sq8_np16,main,0.6,True,True,True,True,False,True,True,False,True
261,sq8_np16,main,0.9,True,True,True,True,False,True,True,False,True
264,sq8_np16,main,1.0,True,True,False,False,True,True,True,False,True
268,sq8_np16,main,1.0,True,True,False,False,True,True,True,False,True
279,sq8_np16,main,1.0,True,True,True,True,False,True,True,False,True
286,sq8_np16,main,0.9,True,True,False,False,True,True,True,False,True
287,sq8_np16,main,0.9,True,True,False,False,True,True,True,False,True
290,sq8_np16,main,1.0,True,False,True,True,False,True,False,True,False
291,sq8_np16,main,0.8,True,False,False,False,True,True,False,False,False
295,sq8_np16,main,1.0,True,False,False,False,True,True,False,False,False
296,sq8_np16,main,1.0,True,True,False,False,True,True,True,False,True
307,sq8_np16,main,1.0,True,True,False,False,True,True,True,False,True
318,sq8_np16,main,0.9,True,True,False,False,True,True,True,False,True
319,sq8_np16,main,1.0,True,False,False,False,True,True,False,False,False
323,sq8_np16,sanity,1.0,False,False,False,False,False,False,False,False,False
337,sq8_np16,main,1.0,True,True,True,True,False,True,True,False,True
350,sq8_np16,main,1.0,True,True,False,False,True,True,True,False,True
352,sq8_np16,main,0.9,True,True,False,False,True,True,True,False,True
371,sq8_np16,main,1.0,True,True,False,False,True,True,True,False,True
382,sq8_np16,main,1.0,False,False,False,False,True,False,False,False,False
399,sq8_np16,main,1.0,True,True,False,False,True,True,True,False,True
400,sq8_np16,main,1.0,True,True,False,False,False,True,True,False,True
416,sq8_np16,main,1.0,True,True,True,True,False,True,True,False,True
419,sq8_np16,main,0.9,True,True,False,False,True,True,True,False,True
421,sq8_np16,main,0.9,True,True,True,True,False,True,True,False,True
422,sq8_np16,main,1.0,True,True,False,False,True,True,True,False,True
424,sq8_np16,sanity,1.0,True,True,True,True,False,True,True,False,False
433,sq8_np16,main,1.0,True,True,False,False,True,True,True,False,True
442,sq8_np16,main,0.3,False,False,True,True,False,True,False,False,False
444,sq8_np16,main,1.0,True,True,False,False,True,True,True,False,True
447,sq8_np16,main,1.0,False,False,True,True,False,False,False,False,False
450,sq8_np16,main,0.7,True,True,False,False,True,True,True,False,True
453,sq8_np16,main,1.0,True,True,False,False,False,True,True,False,True
462,sq8_np16,sanity,0.6,False,False,True,True,False,False,False,False,False
476,sq8_np16,main,1.0,True,False,False,False,True,True,False,False,False
478,sq8_np16,sanity,0.9,True,True,False,False,True,True,True,False,False
482,sq8_np16,main,1.0,True,True,True,True,False,True,True,False,True
484,sq8_np16,main,1.0,True,True,True,True,False,True,True,False,True
486,sq8_np16,main,0.9,True,True,False,False,True,True,True,False,True
488,sq8_np16,main,1.0,False,False,False,False,False,False,False,False,False
491,sq8_np16,main,1.0,True,False,True,True,False,True,False,False,False
496,sq8_np16,main,1.0,True,True,False,False,False,True,True,False,True
501,sq8_np16,main,0.9,True,True,False,False,True,True,True,False,True
508,sq8_np16,main,0.7,False,False,True,True,False,True,True,False,True
513,sq8_np16,main,1.0,True,True,True,True,False,True,True,False,True
518,sq8_np16,main,0.9,True,True,False,False,True,True,True,False,True
519,sq8_np16,sanity,1.0,True,True,True,True,False,True,True,False,False
523,sq8_np16,main,0.5,True,True,False,False,True,True,True,False,True
524,sq8_np16,main,0.8,True,True,False,False,True,True,True,False,True
531,sq8_np16,main,0.8,False,False,True,True,False,False,False,False,False
535,sq8_np16,sanity,0.9,True,True,True,True,False,True,True,False,False
537,sq8_np16,main,0.7,True,True,False,False,True,True,True,False,True
551,sq8_np16,main,1.0,True,False,True,True,False,True,False,True,False
552,sq8_np16,main,0.9,True,True,False,False,True,True,True,False,True
553,sq8_np16,main,1.0,True,True,False,False,True,True,True,False,True
559,sq8_np16,main,0.9,True,True,True,True,False,True,True,False,True
565,sq8_np16,main,0.9,True,True,False,False,True,True,True,False,True
571,sq8_np16,sanity,1.0,True,True,False,False,True,True,True,False,False
590,sq8_np16,main,1.0,True,True,False,False,True,True,True,False,True
591,sq8_np16,main,0.9,False,False,True,True,False,False,False,False,False
604,sq8_np16,main,0.7,False,False,True,True,False,False,False,False,False
606,sq8_np16,main,1.0,True,True,False,False,True,True,True,False,True
614,sq8_np16,main,1.0,True,True,False,False,False,True,True,False,True
617,sq8_np16,main,0.9,True,True,False,False,True,True,True,False,True
619,sq8_np16,sanity,0.7,False,False,True,True,False,False,False,False,False
621,sq8_np16,main,1.0,True,True,True,True,False,True,True,False,True
637,sq8_np16,main,1.0,True,True,False,False,True,True,True,False,True
642,sq8_np16,main,1.0,True,True,False,False,True,True,True,False,True
644,sq8_np16,main,1.0,True,True,False,False,True,True,True,False,True
652,sq8_np16,main,1.0,False,False,True,True,False,False,False,False,False
658,sq8_np16,sanity,1.0,False,False,True,True,False,False,False,False,False
684,sq8_np16,main,1.0,False,False,True,True,False,False,False,False,False
697,sq8_np16,main,1.0,True,True,False,False,False,True,True,False,True
701,sq8_np16,main,0.7,True,True,False,False,True,True,True,False,True
705,sq8_np16,main,0.4,True,True,False,False,True,True,True,False,True
715,sq8_np16,main,1.0,False,False,False,False,False,False,False,False,False
726,sq8_np16,main,0.9,True,True,False,False,True,False,False,False,False
753,sq8_np16,main,0.7,True,True,True,True,False,True,True,False,True
754,sq8_np16,main,0.6,True,True,True,True,False,True,True,False,True
775,sq8_np16,sanity,0.8,False,False,True,True,False,False,False,False,False
782,sq8_np16,main,0.9,False,False,True,True,False,False,False,False,False
784,sq8_np16,main,1.0,True,True,False,False,True,True,True,False,True
787,sq8_np16,main,1.0,True,True,False,False,True,True,True,False,True
802,sq8_np16,main,0.9,True,True,False,False,True,True,True,False,True
823,sq8_np16,main,0.8,True,True,False,False,True,True,True,False,True
826,sq8_np16,main,0.7,True,True,False,False,True,True,True,False,True
841,sq8_np16,main,1.0,False,False,True,True,False,False,False,False,False
845,sq8_np16,main,0.9,False,False,False,False,False,True,True,False,True
855,sq8_np16,main,1.0,False,False,True,True,False,False,False,False,False
861,sq8_np16,main,1.0,True,True,False,False,True,True,True,False,True
868,sq8_np16,main,1.0,True,True,False,False,True,True,True,False,True
873,sq8_np16,main,1.0,False,False,False,False,True,False,False,False,False
883,sq8_np16,sanity,0.9,False,False,True,True,False,False,False,False,False
884,sq8_np16,main,1.0,True,True,False,False,True,True,True,False,True
891,sq8_np16,main,1.0,True,True,False,False,False,True,True,False,True
896,sq8_np16,main,0.9,True,True,False,False,False,True,True,False,True
901,sq8_np16,main,0.4,False,False,True,True,False,True,True,False,True
905,sq8_np16,sanity,1.0,True,True,False,False,True,True,True,False,False
907,sq8_np16,main,0.7,True,True,True,True,False,True,True,False,True
919,sq8_np16,sanity,1.0,True,True,False,False,False,True,True,False,False
931,sq8_np16,main,0.9,True,True,True,True,False,True,True,False,True
937,sq8_np16,main,1.0,True,True,False,False,True,True,True,False,True
944,sq8_np16,main,1.0,False,False,False,False,True,False,False,False,False
966,sq8_np16,main,0.9,False,False,False,False,False,False,False,False,False
967,sq8_np16,main,1.0,True,True,False,False,True,True,True,False,True
970,sq8_np16,main,1.0,True,True,False,False,True,True,True,False,True
972,sq8_np16,main,0.9,True,True,True,True,False,True,True,False,True
978,sq8_np16,main,0.8,False,False,True,True,False,False,False,False,False
987,sq8_np16,main,0.9,False,False,True,True,False,False,False,False,False
990,sq8_np16,main,1.0,True,True,True,True,False,True,True,False,True
992,sq8_np16,main,0.8,True,True,True,True,False,True,True,False,True
1000,sq8_np16,main,1.0,True,True,False,False,True,True,True,False,True
1001,sq8_np16,main,1.0,True,True,False,False,False,True,True,False,True
1003,sq8_np16,main,0.9,True,False,False,False,True,True,False,False,False
1005,sq8_np16,main,1.0,True,False,False,False,False,True,False,False,False
1016,sq8_np16,main,1.0,True,True,False,False,True,True,True,False,True
1020,sq8_np16,main,0.9,True,True,True,True,False,True,True,False,True
1026,sq8_np16,main,1.0,True,True,False,False,True,True,True,False,True
1028,sq8_np16,main,1.0,True,False,False,False,False,True,False,False,False
1032,sq8_np16,main,1.0,True,True,False,False,False,True,True,False,True
1048,sq8_np16,main,1.0,True,True,False,False,True,True,True,False,True
1056,sq8_np16,main,0.8,True,True,False,False,False,True,True,False,True
1063,sq8_np16,main,1.0,True,True,False,False,True,True,True,False,True
1065,sq8_np16,main,1.0,True,False,False,False,False,True,False,False,False
1066,sq8_np16,main,0.9,True,True,False,False,True,True,True,False,True
1071,sq8_np16,main,0.9,True,True,False,False,True,True,True,False,True
1081,sq8_np16,sanity,0.5,False,False,True,True,False,True,True,False,False
1085,sq8_np16,main,0.7,True,True,True,True,False,True,True,False,True
1088,sq8_np16,main,1.0,True,True,True,True,False,True,True,False,True
1089,sq8_np16,main,1.0,True,True,True,True,False,True,True,False,True
1093,sq8_np16,main,0.7,False,False,True,True,False,False,False,False,False
