qid,arm,input_tokens,output_tokens,cache_creation_input_tokens,cache_read_input_tokens,turns,hit_turn_cap,stop_reason,error,wall_clock_s,started_at,answer,any_file_hit,all_files_hit,symbol_hit,matched_files,judge_correct,judge_reason,cost_total_billed,cost_agent_billed,cost_judge_billed,cost_uncached_list,in_stuffed_prefix,difficulty,scaling_subset,size_point,corpus,corpus_tokens,corpus_files
agentic_hil_q07,agentic,14334,312,0,0,2,False,end_turn,,5.016,2026-09-08T12:46:04Z,"The pytest plugin is `src/agentic_hil/pytest_plugin.py`. It defines the `agentic_hil` fixture (built on the internal `_agentic_hil_service` fixture, which wraps `AgenticHILToolService`), along with `agentic_hil_config` and the `pytest_addoption`/`pytest_collection_modifyitems`-style hooks for the `--agentic-hil-config` option and `agentic_hil_config` ini key.

This plugin is registered via the `agentic_hil` package's pytest entry point (per `CHANGELOG.md`: ""installing `agentic_hil` registers the session-scoped `agentic_hil` fixture"") and documented in `docs/testing.md`.",True,True,True,src/agentic_hil/pytest_plugin.py,True,"The answer names the expected file src/agentic_hil/pytest_plugin.py and the symbols agentic_hil, agentic_hil_config, and pytest_addoption, matching the expected location and behaviour.",0.038383,0.031788,0.006595,0.031788,,locate,False,L,agentic_hil,4307363,342
agentic_hil_q35,indexed,23453,945,0,0,3,False,end_turn,,13.438,2026-09-08T12:46:19Z,"Based on `src/agentic_hil/bench.py` (`BenchMutex.acquire`, lines ~371–423, and the `_take`/`_drop` helpers it calls):

**What happens:**

1. `acquire` normalizes the requested resources with `physical_resources(resources)` and sorts/walks them one at a time under a single `RLock`-guarded loop.
2. For each resource it calls `self._take(resource, deadline, stop_requested)`, appending it to a local `taken` list whenever `_take` actually acquires a new lock (an already-held-by-this-owner resource just bumps a holder count and doesn't get appended).
3. If one of the resources is already held by another owner, `_take` cannot get the underlying OS advisory lock. It polls until `deadline` (governed by `wait_s`, default `0.0`, i.e. no wait unless explicitly requested), checking `stop_requested()` on every turn.
   - If a stop is requested during the wait, `_take` raises `DeviceWaitStoppedError`.
   - If the deadline passes without success, `_take` raises `DeviceBusyError`, whose result names the current holder (via `busy_result`), including holder identity and how long this call waited (`waited_s`).
4. Back in `acquire`, that exception (`DeviceBusyError`/`DeviceWaitStoppedError`, or really any `BaseException`) propagates out of the `for` loop. The `except BaseException` clause in `acquire` catches it and, **before re-raising**, walks the `taken` list in reverse and calls `self._drop(resource)` on each one — releasing every device this call had already succeeded in acquiring earlier in the same call.
5. The exception is then re-raised, so the caller sees the `DeviceBusyError` (or `DeviceWaitStoppedError`) naming the busy resource/holder, and the `BenchMutex` ends up holding **none** of the requested set — it never leaves a partial acquisition in place.

In short: acquisition of a multi-device set is all-or-nothing. If any device in the set is already held by someone else, the whole call fails with `DeviceBusyError` (naming the resource and its holder), and any devices from that same set already taken earlier in the loop are immediately released again, unwinding back to the pre-call state.",True,True,True,src/agentic_hil/bench.py,True,"The answer correctly identifies bench.py's BenchMutex.acquire, _take, DeviceBusyError and the wait/deadline logic, describing all-or-nothing rollback via _drop, matching the expected files and symbols.",0.065741,0.056356,0.009385,0.056356,,trace,True,L,agentic_hil,4307363,342
agentic_hil_q03,agentic,7950,220,0,0,2,False,end_turn,,6.413,2026-09-08T12:46:36Z,"The broker is implemented in `src/agentic_hil/canbroker.py` — specifically the `CANBroker` class (and its `_serve`/attach logic), which holds the machine-wide bus lock and lets multiple processes attach as `Participant`s to share one physical CAN bus (see `attach`/`_attach_with_broker` functions in the same file for how clients find or spawn a broker).",True,True,False,src/agentic_hil/canbroker.py,True,"The answer names the correct file (src/agentic_hil/canbroker.py) and the broker class, matching the expected location despite minor capitalization differences and not naming BrokerDescriptor.",0.02389,0.0181,0.00579,0.0181,,locate,True,L,agentic_hil,4307363,342
agentic_hil_q38,agentic,166446,2677,0,0,9,False,end_turn,,43.6,2026-09-08T12:47:00Z,"## How `uart_expect` decides the line said what the plan claimed

The step is implemented by `UartRunner._uart_expect` in `src/agentic_hil/test_reactor.py` (bound to the `uart_expect` action via `step_action(...)`). It picks whichever of the two v2 expectation fields the schema's `oneOf` guarantees is present — `text` or `pattern` (`UartRunner.expect_fields`) — and calls `UartRunner._expect(field_name, expected, timeout_s)`.

`_expect` builds a matcher with `UartRunner._matcher`:
- for `text`, a substring test (`expected in decoded`);
- for `pattern`, a compiled `re.search` (compiled once at construction, since preflight's `_pattern_refusal`/`pattern_refusal` already proved it compiles).

It then delegates the actual waiting to `UartRunner._read_until`, which is the same read-and-match loop `uart_read`'s comparator path uses. `_read_until`:

1. Computes a deadline from `timeout_s` and a rolling `window` size (at least `UART_EXPECT_TAIL_BYTES` = 512 bytes, or `4*len(written)+16` if larger, so a UTF‑8 character — or the expected text/pattern itself — can never be cut across the retained tail).
2. Loops calling the `com_read` tool (`self.service.call(""com_read"", {...})`) with whatever time remains — the exact tool call an agent driving the port by hand would make.
3. Appends each returned chunk (decoded from the tool's `hex` field back to bytes) onto a `bytearray` buffer, trimmed to the rolling `window`.
4. On every pass, decodes the buffer (`decode_bytes(raw, encoding)`, `errors=""replace""`) and calls `matches(decoded, expired)` — matching against *everything accumulated so far*, not just the newest chunk, so a banner or value split across two reads is still recognized once fully assembled.
5. If it matches, returns success; if the deadline has expired without a match, returns a timeout; if a read returns nothing while time remains, it sleeps `UART_EXPECT_IDLE_POLL_S` before the next pass rather than busy-spinning.
6. If `com_read` itself fails (closed session, permission, audit break, etc.), that's reported as a read failure, not a timeout — kept distinct so a broken read isn't confused with a board that legitimately said nothing.

The result is packaged as `UartReadOutcome`, and `_expect` turns that into the step result: `ok: true` with `expected_text`/`expected_pattern`, `bytes_received`, `reads` on a match, or `ok: false` / `error_type: ""uart_expect_timeout""` plus the tail of what was actually received on failure.

## How the raw wire bytes behind the match are recovered

Matching happens against *decoded* text, but the report needs the actual bytes that satisfied the claim, not a re-encoding of the decoded string (which would be lossy/dishonest wherever `errors=""replace""` altered anything). This recovery is done by `matched_span_bytes` in `src/agentic_hil/comports.py`:

- The matcher (`StepComparator.matches`, used for `uart_read`'s comparator; `uart_expect`'s own matcher records its span via `getattr(matches, ""__self__"", None).matched_span` in `_read_until`) records the `[start, end)` character span in the decoded string where the match occurred.
- `matched_span_bytes(raw_bytes, encoding, span)` rebuilds a character-index → byte-offset map by feeding the raw buffer to an *incremental* decoder one byte at a time, tracking which byte(s) produced each character.
- It then slices the raw bytes corresponding to that character span and cross-checks that decoding that exact slice reproduces the matched substring.
- If the span lands on an ambiguous boundary (a stateful codec like UTF‑7 or ISO‑2022‑JP that emits multiple characters per decoder call, or whose decode of an isolated slice differs from the decode-in-context), it returns `None` rather than fabricate bytes, and the report falls back to a text-only match (`matched_text_bytes_unavailable: True`).

This is invoked from `UartRunner._read_until` (line ~1845): `matched_raw = matched_span_bytes(raw, encoding, span)`, and surfaces in the result via `UartReadOutcome.matched_result`/`tail_result`, which put the recovered bytes (or the last `UART_EXPECT_TAIL_BYTES` of the receive buffer, on timeout) into `data_result(...)` as `{hex, text, encoding}` — so the report's `matched_text.hex`/`received_tail.hex` is exactly what the port put on the wire, never a re-encoding.",True,True,True,src/agentic_hil/test_reactor.py;src/agentic_hil/comports.py,True,"It names UartRunner's uart_expect/_read_until in test_reactor.py plus decode_bytes, StepComparator, and matched_span_bytes in comports.py, matching the expected files and symbols and behaviour.",0.375137,0.359662,0.015475,0.359662,,multi_hop,False,L,agentic_hil,4307363,342
agentic_hil_q36,indexed,17543,975,0,0,2,False,end_turn,,14.512,2026-09-08T12:47:53Z,"## Behavior on probe mismatch

When a debugger entry's configured `probe_id` names a different probe from the one actually attached, the adoption plan refuses **entirely** — it produces no plan and writes nothing, rather than carrying over the subset of keys that happen to be unset.

This is implemented in `_different_board()` in `src/agentic_hil/adopt.py:404-437`, called from `plan_adoption` (`src/agentic_hil/adopt.py:460-507`, via `configured_probe_id`, `src/agentic_hil/adopt.py:396-402`) when the entry's `debuggers.<name>.probe_id` doesn't match the discovered probe's id (case/format folded — matching only differs in ""spelling"" is treated as the same board, per `test_the_pure_planner_refuses_a_mixed_board_plan` in `tests/test_config_adopt.py`).

The rationale, per the docstring of `_different_board`:

> The identity keys are not independent. `probe_id` names a board, and `target.controller`, the COM device and the backend executable all describe *that* board. Carrying the ones that happen to be unset while keeping a `probe_id` that names a different probe produces a configuration whose debugger drives one Nucleo and whose UART talks to another: a file that loads, passes `doctor`, and is wrong in the one way nobody would look for. So the disagreement is not a per-key `kept`: nothing is planned and nothing is written.

Concretely the returned result is:
- `ok: False`
- `error_type: ""hardware_mismatch""`
- `field: ""probe_id""`
- `configured_probe_id` and `discovered_probe_id` fields naming both serials
- a `next_step` telling the operator to either attach the board the entry is configured for, or name the entry that matches the attached board as `debugger_id` — explicitly noting that repointing a configured entry at another probe is ""an operator's edit, not this path's""
- `retry_safe: False`

This is confirmed at the integration level in `tests/test_config_adopt.py` (`test_a_different_attached_board_is_refused_whole_rather_than_partly_carried`), which asserts the file is left byte-for-byte unchanged and the result has no `""carried""` key at all, and is documented in `docs/configuration.md` (""an entry that already names a probe with a *different* probe attached is refused whole rather than partly carried, because the identity keys describe one board between them"") and `CHANGELOG.md`.",True,True,True,src/agentic_hil/adopt.py,True,"The answer identifies adopt.py's plan_adoption, _different_board, and configured_probe_id, correctly stating the plan refuses wholesale (hardware_mismatch, nothing written) rather than partially carrying keys.",0.054476,0.044836,0.00964,0.044836,,trace,False,L,agentic_hil,4307363,342
agentic_hil_q21,agentic,379903,2099,0,0,15,True,tool_use,,51.388,2026-09-08T12:48:11Z,,False,False,False,,False,empty answer,0.780796,0.780796,0.0,0.780796,,multi_hop,True,L,agentic_hil,4307363,342
agentic_hil_q10,indexed,8726,427,0,0,2,False,end_turn,,6.232,2026-09-08T12:49:14Z,"Found it in `src/agentic_hil/tools.py`, in `flash_firmware` (lines 274-310):

```python
image_path = payload.get(""image_path"")
artifact_id = payload.get(""artifact_id"")
if bool(image_path) == bool(artifact_id):
    return tool_error(""flash_firmware"", ""invalid_argument"", ""Provide exactly one of image_path or artifact_id."")
```

When both `image_path` and `artifact_id` are present (both truthy), `bool(image_path) == bool(artifact_id)` evaluates to `True == True`, so the method short-circuits and returns a `tool_error` with `error_type` `""invalid_argument""` and the message `""Provide exactly one of image_path or artifact_id.""` — it never proceeds to permission checks for `reset_after_flash`, artifact validation/staging, or the actual `self.backend.flash_firmware(...)` call. (Note: the same check also rejects the case where neither is provided, since `False == False` is also `True`.)",True,True,True,src/agentic_hil/tools.py,True,"Answer names the correct file, function flash_firmware, and tool_error symbol, accurately describing the mutual-exclusivity check returning an invalid_argument error.",0.028387,0.021722,0.006665,0.021722,,trace,False,L,agentic_hil,4307363,342
agentic_hil_q24,indexed,38414,1477,0,0,3,False,end_turn,,20.656,2026-09-08T12:49:30Z,"## How a config edit reaches a running server

The MCP server does **not** watch the file or auto-reload it. It parses the config once at startup and keeps serving that in-memory object indefinitely (`src/agentic_hil/knowledge.py`, `RUNNING_SERVER_COMPARISON`). Picking up an edit on disk requires an explicit call:

- **`project_config_reload_description`** (MCP tool) / **`agentic-hil config-reload`** (CLI preview) — implemented via `reload_description()` in `src/agentic_hil/configreload.py`, invoked from `AgenticHilTools.reload_description()` in `src/agentic_hil/tools.py`.
- It takes no arguments, needs no permission (it writes nothing), and only re-reads four sections from disk: `target`, `debuggers`, `com_ports`, `can_buses` — each **minus** its `permissions:` block. Everything else (`version`, `workspace_root`, `state_root`, `debug`, `artifacts`, `validation`, `recovery`, `reports`, `logs`, and every permission anywhere) is untouched and still only adopted by a full server **restart**.
- On success, `tools.py`'s `reload_description` calls `self._swap_config(reloaded)` to atomically replace the config object all collaborators hold, at a defined point in the dispatch path (already serialized under `_lifecycle_lock`).
- A newly-appeared device arrives with **no grants at all** (can be probed/read, cannot be flashed/reset/written) until a restart binds it to permissions.

The CLI counterpart `config_reload()` in `src/agentic_hil/cli.py` doesn't act on a live server at all — it's only a preview/check, since a command-line invocation always loads the file fresh and never held a stale copy.

## What refuses the reload during an open run

The refusal is `RELOAD_IN_OPEN_RUN_ERROR` (`config_reload_in_open_run`), produced by `_open_run_refusal()` in `src/agentic_hil/configreload.py`. The check is driven by `AgenticHilTools.open_hardware_holds()` (in `tools.py`), which reports whether the coordinator's `bench_held` is true — covering:

- a declared **run** (`bench_run_start`/`bench_run_stop`),
- an open **COM** or **CAN** session (`com_session_start/stop`, `can_session_start/stop`),
- an open **debug session** (`debug_stop_session`),
- open **leases** outside a run (e.g. via `HardwareCoordinator.acquire`).

Separately, `_unresolved_incident()` in `tools.py` also blocks the reload (`resource_quarantined`) if the coordinator's incident is still standing, even after the leases that caused it are gone — because an operator is about to be told to physically check devices by name, and a rename mid-check would invalidate that.

The rationale (documented in `src/agentic_hil/knowledge.py`'s `config_reload_in_open_run` entry): open holds name physical devices by their configuration entry name, and the description on disk decides which physical unit each name refers to, so re-reading it mid-run could repoint a held name at a different board. The refusal commits nothing (`side_effect_committed: False`), is `retry_safe: True`, and clears automatically once the run/session/lease is closed — confirmed by tests like `test_refused_while_a_run_holds_the_bench` and `test_refused_while_a_lease_outside_a_run_holds_the_bench` in `tests/test_config_reload.py`.",True,False,True,src/agentic_hil/configreload.py,True,"It names configreload.py, reload_description, and _open_run_refusal, correctly describing explicit reload and the open-run refusal; missing only the secondary config_status/configstate detail.",0.106578,0.091598,0.01498,0.091598,,multi_hop,False,L,agentic_hil,4307363,342
agentic_hil_q39,agentic,236244,4114,0,0,10,False,end_turn,,60.118,2026-09-08T12:51:48Z,"## Full path

**1. Plan → tool calls (`test_reactor.py`)**
`ExecuteBreakpointStep`/`run_until_breakpoint` (`_run_until_breakpoint_step`, `tool_calls`, and `_run_until_breakpoint` around `test_reactor.py:2364–2426, 2687`) turns the step's `location` argument into two tool calls: `debug_set_breakpoint` (with that `location`) followed by `debug_continue`. `breakpoint_symbol()` (`test_reactor.py:3455`) extracts the named symbol from whatever form the location took (bare string, `{symbol:}`, `{function:}`), returning `None` for a `{file, line}` location.

**2. Preflight refusals before anything runs (`TestReactor.preflight`, `test_reactor.py:2432‑2551`)**
Before any tool call is issued, the reactor can refuse the whole plan:
- Missing/ambiguous debugger name (`unnamed_refusal`, `name_refusal`).
- No active debug session, or session bound to a different debugger (`without_session` / `state.debug_session` checks).
- `permissions.allow_debug_execution` false → refused (""Resuming target execution requires allow_debug_execution…"") because `run_until_breakpoint` always calls `debug_continue`.
- Symbol resolution/allowlisting: `symbol = breakpoint_symbol(...)`; if `symbol is None` (a `{file, line}` location) and `config.debug.allow_all_symbols` is false → refused (file/line breakpoints require `debug.allow_all_symbols`). If a symbol *is* named but not in `symbol_allowed(config, symbol)` (`test_reactor.py:3464‑3465`, i.e. not in `config.debug.allowed_symbols` and `allow_all_symbols` is false) → refused as ""Symbol is not allowed by the authoritative debug config.""
- Backend-type mismatch: debug-session actions on a non-`openocd` debugger are refused via `_backend_debug_refusal`.

**3. Tool dispatch (`AgenticHILToolService`, `src/agentic_hil/tools.py:399‑407`)**
`debug_set_breakpoint` validates that `location` is a non-empty string or non-empty object (else `invalid_argument`), then forwards `{""location"": location}` to `self.backend.debug_set_breakpoint(...)`.

**4. Backend enforcement and GDB command (`GdbDebugBackend.set_breakpoint`, `src/agentic_hil/backends/gdbdebug.py:407‑452`)**
This is the actual gate that talks to GDB:
- `_require_session` refuses with `session_not_active` (no session/backend not running) or `resource_quarantined` (`cleanup_required`) if the session isn't usable.
- `normalize_breakpoint_location` (`gdbdebug.py:1807`) parses the location into `{""symbol"": name}` or `{""file"", ""line""}`, validating the symbol against `DEBUG_SYMBOL_PATTERN` or the file against `BREAKPOINT_FILE_PATTERN`/no `..`; otherwise `invalid_argument`.
- If it resolved to a symbol, `_validate_symbol` (`gdbdebug.py:1083‑1089`) re-checks the identifier pattern and that it's in `config.debug.allowed_symbols` (unless `allow_all_symbols`) → `permission_denied` again if not.
- If it resolved to `{file, line}` instead, it's refused unless `config.debug.allow_all_symbols` is set (`gdbdebug.py:421‑429`).
- Only after all that does it issue the real GDB/MI command: `self._gdb_command(session, f""-break-insert {mi_string(...)}"")`.

**5. What can still fail at the GDB layer itself**
- `_gdb_command` refuses outright if the audit latch (`self._audit_broken`) is already set (evidence log broken) — a non-containment command like this is blocked before reaching the target.
- If the MI response isn't `ok` or doesn't carry a parseable `number` field, the breakpoint is treated as unconfirmed: if the command timed out or otherwise ""executed"" ambiguously, a *provisional* breakpoint is recorded and the call fails with `cleanup_required`/`side_effect_status: unknown` (a lost ACK could mean GDB actually set it); otherwise it's reported through `_gdb_failure` (e.g. `symbol_not_found`, `symbol_ambiguous`, `timeout`, `debugger_error`) via `_symbol_failure`/`_gdb_failure`.
- If the audit log write itself fails right after a successful insert, the result comes back as `audit_broken` with `quarantined: True` even though the breakpoint is physically set.

So the refusal points on the way from plan to a live GDB breakpoint are: schema validation of the `location` shape, `test_reactor.py` preflight (session/debugger binding, `allow_debug_execution`, and the `allowed_symbols`/`allow_all_symbols` check), `tools.py`'s argument-shape check, and finally `gdbdebug.py`'s own re-validation (symbol pattern/allowlist, file/line `allow_all_symbols` gate, session liveness, audit-latch block) plus GDB's own MI response (symbol not found/ambiguous, timeout, unconfirmed insert).",True,False,True,src/agentic_hil/backends/gdbdebug.py,True,"The answer identifies both expected files and all four expected symbols (breakpoint_symbol, symbol_allowed, set_breakpoint, normalize_breakpoint_location), correctly tracing the plan-to-GDB path and refusal points.",0.528788,0.513628,0.01516,0.513628,,multi_hop,False,L,agentic_hil,4307363,342
agentic_hil_q37,indexed,28019,1256,0,0,3,False,end_turn,,16.515,2026-09-08T12:53:01Z,"## `decode_symbol_value` on non-1/2/4/8-byte data

Defined in `src/agentic_hil/backends/gdbdebug.py` (function `decode_symbol_value`, ~line 1733):

```python
def decode_symbol_value(data: bytes, order: JsonObject) -> JsonObject:
    byte_order = str(order[""byte_order""])
    result: JsonObject = {""hex"": data.hex(), **order}
    if len(data) in INTEGER_VALUE_WIDTHS:
        result[""value_unsigned""] = int.from_bytes(data, byte_order, signed=False)
        result[""value_signed""] = int.from_bytes(data, byte_order, signed=True)
    else:
        result[""value_not_decoded""] = ""size_bytes is not 1, 2, 4 or 8, so the bytes carry no single integer reading.""
    return result
```

For a length not in `INTEGER_VALUE_WIDTHS` (i.e. not 1, 2, 4, or 8), it does **not** invent a numeric reading: it omits `value_unsigned`/`value_signed` entirely and instead adds `value_not_decoded` with the message `""size_bytes is not 1, 2, 4 or 8, so the bytes carry no single integer reading.""` The raw bytes are still returned as `hex` (memory order), unaffected by this decision.

## Where the byte order comes from

The `order` argument is a dict (e.g. `{""byte_order"": ""little""|""big"", ""byte_order_from"": ""elf_header""|""default""}`) produced by `image_byte_order()` in `src/agentic_hil/backends/gdbdebug.py`. That function:

- Calls `read_elf_byte_order(elf_path)` (defined in `src/agentic_hil/elfsymbols.py`), which reads the ELF's `EI_DATA` byte from the file's identification header and reports `""little""` or `""big""`, or `None` if the file isn't a valid/readable ELF or declares neither.
- If a value was read from the ELF, it returns `{""byte_order"": declared, ""byte_order_from"": ""elf_header""}`.
- If nothing could be read (no valid EI_DATA), it falls back to `{""byte_order"": DEFAULT_SYMBOL_VALUE_BYTE_ORDER, ""byte_order_from"": ""default""}`.

The caller (`GDBDebugger.debug_symbol_value` in `gdbdebug.py`) passes `image_byte_order(str(session.artifact[""resolved_path""]))` — i.e., the ELF image that was loaded into and is running on the debug session — into `decode_symbol_value`. So the byte order used to interpret the raw memory bytes is read from the target's own ELF image's `EI_DATA` field (falling back to a documented default, e.g. little-endian for unsupported/undeclared images), rather than being fixed or configured elsewhere. The `decode_symbol_value` result then echoes this back unchanged via `**order` (the `byte_order` and `byte_order_from` fields).",True,True,True,src/agentic_hil/backends/gdbdebug.py;src/agentic_hil/elfsymbols.py,True,"Answer correctly identifies decode_symbol_value in gdbdebug.py skipping integer decode (value_not_decoded) for widths outside INTEGER_VALUE_WIDTHS, and byte order from image_byte_order via read_elf_byte_order in elfsymbols.py with default fallback.",0.080253,0.068598,0.011655,0.068598,,trace,False,L,agentic_hil,4307363,342
agentic_hil_q18,agentic,79579,2350,0,0,9,False,end_turn,,31.527,2026-09-08T12:53:22Z,"I have sufficient information now.

## What `start_detached_run` does differently from a foreground plan run

`start_detached_run` (in `src/agentic_hil/runlifecycle.py`) does not run the plan itself at all — it launches the plan in a **separate, detached OS process** and returns almost immediately, rather than blocking until the whole plan finishes:

1. It mints a fresh **handle** with `new_run_handle()` (`run-<16 hex>`).
2. It calls `spawn_run_worker`, which uses `spawn_detached_process` (from `agentic_hil.process`) instead of a managed/job-object-bound child — deliberately, ""so a detached test run whose whole point is to outlive the command that started it would [not be] killed the moment that command returned."" The worker's stdout/stderr are redirected to a log file beside its record (`worker_log_path`), since nothing is left to read a pipe once the starting command returns.
3. Rather than waiting for the plan to complete, it only waits (up to `worker_publish_window_s(wait_s)`, polling `read_run_record`) for the worker to **publish** that it is either running (holding its devices) or already at a terminal state — i.e., it waits for the record to leave the `starting` state, not for the report.
4. It handles cases a foreground run doesn't need to: a worker process that exits before publishing anything (`run_worker_failed`), and a worker that never publishes within its window, in which case it proactively plants a **stop file** under the handle (`_plant_stop_after_unresponsive`) so that if the worker does come alive later it terminates at the next step boundary instead of running unsupervised.
5. On success it returns the handle plus pointers to check on it later (`test-reactor-status --run <handle>` / `test-reactor-stop --run <handle>`), instead of the plan's actual pass/fail result (unless the worker already finished inside the publish window, in which case `_detached_terminal_result` reports the verdict directly).

A foreground run, by contrast, executes the plan synchronously in the calling process and returns the final report/result directly — it never needs a handle, a lock, or a stop-request channel because the caller *is* the thing running it.

## What it writes so a later call can find the run again

Everything needed to look the run up later lives under `runs_directory(config)` (`derived_state_directory(state_root, ""coordination"", ""runs"")`), keyed by the handle:

- **`<handle>.json`** — the run record, written via `write_run_record`/`RunRegistration._write` (atomic write, retried on contention). It holds `version`, `state` (`starting` → `running` → `finished`/`stopped`), `name`, `test_config_path`, `started_at`/`updated_at`/`finished_at`, `progress`, `run_ok`, `error_type`, `report_path`/canonical report key, and `pid`. This is what `read_run_record`/`run_status` reads back to answer `test-reactor-status --run <handle>`.
- **`<handle>.lock`** — a lifetime lock (`_LifetimeLock`) held by the worker for as long as it runs; a later caller (`worker_is_gone`) can tell whether the process is still alive by attempting to acquire it, rather than trusting a pid.
- **`<handle>.log`** — the worker's captured stdout/stderr (`worker_log_path`, read by `worker_output`), used when there's no record/report to explain what happened.
- **`<handle>.stop`** (written later, by `request_run_stop`/`_plant_stop_after_unresponsive`) — the one-writer stop-request file a later `test-reactor-stop --run <handle>` call creates and the run polls for between steps.

The handle itself is what `start_detached_run` returns to the caller (`{""run"": handle, ...}`), and it's the only string later calls need to reconstruct all these paths (`record_path`, `lock_path`, `stop_path`, `worker_log_path`) and find the run again.",True,True,True,src/agentic_hil/runlifecycle.py,True,"Answer names runlifecycle.py, spawn_run_worker, and write_run_record, correctly describing detached process spawn plus the handle-keyed run record (and lock/log/stop files) used for later lookup.",0.194648,0.182658,0.01199,0.182658,,trace,False,L,agentic_hil,4307363,342
agentic_hil_q04,indexed,8154,410,0,0,2,False,end_turn,,6.648,2026-09-08T12:53:58Z,"The module is **`src/agentic_hil/mcp.py`**.

Its top-level entry point `handle_mcp_message` (which delegates to `handle_single_mcp_message`) parses an incoming MCP JSON-RPC message, validates the envelope, and then calls `handle_method(request_id, method, params, tools)` to dispatch the request to the `AgenticHILToolService` (the tool service), turning exceptions into proper JSON-RPC error responses (`-32602`/`-32603`) as needed.

This is invoked from the stdio transport in `src/agentic_hil/stdio.py` (`run_stdio_server`), which reads each line from the input stream and passes it to the dispatcher in `mcp.py` along with an `AgenticHILToolService` instance.",True,True,True,src/agentic_hil/mcp.py,True,"The answer names the expected module src/agentic_hil/mcp.py and its dispatch functions handle_mcp_message and handle_method routing to the tool service, matching the expected location and behaviour.",0.026928,0.020408,0.00652,0.020408,,locate,False,L,agentic_hil,4307363,342
agentic_hil_q40,agentic,243399,1838,0,0,15,True,tool_use,,62.694,2026-09-08T12:54:09Z,,False,False,False,,False,empty answer,0.505178,0.505178,0.0,0.505178,,multi_hop,False,L,agentic_hil,4307363,342
agentic_hil_q26,indexed,14331,739,0,0,2,False,end_turn,,10.351,2026-09-08T12:55:19Z,"Both conversions live in `src/agentic_hil/gdbmi.py`:

- **Writing**: `write_intel_hex_file(file_path, start_address, data, *, workspace)` (src/agentic_hil/gdbmi.py:324-341) turns a symbol's raw memory bytes into Intel HEX records (using `intel_hex_record`, emitting extended linear address records at 64 KiB boundaries and an EOF record), then writes them atomically via `atomic_write_text`.

- **Reading**: `read_intel_hex_file(file_path, start_address, size_bytes)` (src/agentic_hil/gdbmi.py:350-401) parses an Intel HEX file back off disk, reconstructing exactly the `[start_address, start_address+size_bytes)` window of bytes (using `parse_intel_hex_record` per line), returning `None` if the window isn't fully and unambiguously covered.

These two functions are used together by the backends that implement symbol dumping/reading, e.g.:

- `src/agentic_hil/backends/gdbdebug.py` — `dump_symbol_ihex` calls `write_intel_hex_file` after reading memory via a live debug session.
- `src/agentic_hil/backends/pyocd.py` — `debug_dump_symbol_ihex` similarly calls `write_intel_hex_file` on bytes read via pyOCD's memory read (since pyOCD itself can't emit Intel HEX).
- `src/agentic_hil/backends/stlink.py` — `debug_symbol_value` calls `read_intel_hex_file` to parse back the `.hex` file that STM32CubeProgrammer's `-r` command wrote (since STLink's only memory-read mechanism is dumping to a file), and `debug_dump_symbol_ihex` lets the CLI write the Intel HEX directly, then validates it.",True,True,True,src/agentic_hil/gdbmi.py,True,"The answer names the correct file (src/agentic_hil/gdbmi.py) and the expected symbols write_intel_hex_file, read_intel_hex_file, and intel_hex_record, with accurate supporting detail.",0.044742,0.036052,0.00869,0.036052,,locate,True,L,agentic_hil,4307363,342
agentic_hil_q34,agentic,10403,606,0,0,2,False,end_turn,,10.629,2026-09-08T12:55:33Z,"Confirmed via `src/agentic_hil/schemas/testconfig.schema.json` (readSymbol comparator description) and `docs/testing.md`/`docs/test-plan-contract.md`.

**The three claims a `read_symbol` comparator can make:**
- `equals` — the decoded value must equal exactly one number.
- `range` (with `min`/`max`) — the decoded value must fall within inclusive bounds.
- `mask` alongside `equals` — asserts `(value & mask) == equals`, i.e. a claim about specific bits (e.g. one flag of a status word) rather than the whole word.

Exactly one of `equals`/`range` is required, and `mask` may only accompany `equals` (not `range`).

**What `signed: true` selects:** it picks the *signed* interpretation of the decoded bytes rather than the unsigned one. The underlying tool (`debug_symbol_value`) returns both a signed and an unsigned reading of the same bytes, and the two only disagree above the top bit of the word; `signed: true` chooses which reading the comparator judges against. Because a mask is a claim about raw bits, `signed` is refused when `mask` is present rather than silently ignored.

Sources: `src/agentic_hil/schemas/testconfig.schema.json` (the `readSymbol` comparator description, around line 109), `docs/testing.md` (lines ~19–65), `docs/test-plan-contract.md`, and the implementation in `src/agentic_hil/test_reactor.py` (`_read_symbol`, and the comparator-evaluation table near line 141).",True,True,False,src/agentic_hil/test_reactor.py,True,"Answer correctly names equals, range, and mask+equals claims and that signed selects signed vs unsigned interpretation, citing test_reactor.py implementation.",0.039666,0.026866,0.0128,0.026866,,trace,True,L,agentic_hil,4307363,342
